ids,labels,parents
Crowd Control - American Imperial IPA - Southern Prohibition Brewing - Hattiesburg - MS - south,Crowd Control,American Imperial IPA - Southern Prohibition Brewing - Hattiesburg - MS - south
Houston Haze - New England IPA - Spindletap Brewery - Houston - TX - southwest,Houston Haze,New England IPA - Spindletap Brewery - Houston - TX - southwest
Diamonds in my Mouth - New England IPA - Spindletap Brewery - Houston - TX - southwest,Diamonds in my Mouth,New England IPA - Spindletap Brewery - Houston - TX - southwest
Juiceton - New England IPA - Spindletap Brewery - Houston - TX - southwest,Juiceton,New England IPA - Spindletap Brewery - Houston - TX - southwest
Barrel-Aged Malevolence Chocolate Caliente - American Imperial Stout - Spiteful Brewing - Chicago - IL - great-lakes,Barrel-Aged Malevolence Chocolate Caliente,American Imperial Stout - Spiteful Brewing - Chicago - IL - great-lakes
Before The Dawn - American Barleywine - Steel Toe Brewing - St. Louis Park - MN - midwest,Before The Dawn,American Barleywine - Steel Toe Brewing - St. Louis Park - MN - midwest
Sticker Fight - American Imperial IPA - Steel Toe Brewing - St. Louis Park - MN - midwest,Sticker Fight,American Imperial IPA - Steel Toe Brewing - St. Louis Park - MN - midwest
Stillwater / Westbrook - Gose Gone Wild - Leipzig Gose - Stillwater Artisanal Ales - Baltimore - MD - mid-atlantic,Stillwater / Westbrook - Gose Gone Wild,Leipzig Gose - Stillwater Artisanal Ales - Baltimore - MD - mid-atlantic
Fyodor - Russian Imperial Stout - Stone Brewing - Escondido - CA - pacific,Fyodor,Russian Imperial Stout - Stone Brewing - Escondido - CA - pacific
Enjoy By IPA - American Imperial IPA - Stone Brewing - Escondido - CA - pacific,Enjoy By IPA,American Imperial IPA - Stone Brewing - Escondido - CA - pacific
Mikhail's Odd - American Imperial Stout - Stone Brewing - Escondido - CA - pacific,Mikhail's Odd,American Imperial Stout - Stone Brewing - Escondido - CA - pacific
Cabernet Barrel-Aged Laika Stout - Russian Imperial Stout - Straight To Ale - Huntsville - AL - south,Cabernet Barrel-Aged Laika Stout,Russian Imperial Stout - Straight To Ale - Huntsville - AL - south
Illudium - English Old Ale - Straight To Ale - Huntsville - AL - south,Illudium,English Old Ale - Straight To Ale - Huntsville - AL - south
Bourbon Barrel-Aged Laika Stout - Russian Imperial Stout - Straight To Ale - Huntsville - AL - south,Bourbon Barrel-Aged Laika Stout,Russian Imperial Stout - Straight To Ale - Huntsville - AL - south
Unobtanium Barrel-Aged Old Ale - English Old Ale - Straight To Ale - Huntsville - AL - south,Unobtanium Barrel-Aged Old Ale,English Old Ale - Straight To Ale - Huntsville - AL - south
White Russian Imperial Stout - American Imperial Stout - Sun Up Brewing Co. - Phoenix - AZ - southwest,White Russian Imperial Stout,American Imperial Stout - Sun Up Brewing Co. - Phoenix - AZ - southwest
Abrasive Ale - American Imperial IPA - Surly Brewing Company - Minneapolis - MN - midwest,Abrasive Ale,American Imperial IPA - Surly Brewing Company - Minneapolis - MN - midwest
Darkness - Bourbon Barrel-Aged - Russian Imperial Stout - Surly Brewing Company - Minneapolis - MN - midwest,Darkness - Bourbon Barrel-Aged,Russian Imperial Stout - Surly Brewing Company - Minneapolis - MN - midwest
Todd The Axe Man - American IPA - Surly Brewing Company - Minneapolis - MN - midwest,Todd The Axe Man,American IPA - Surly Brewing Company - Minneapolis - MN - midwest
Darkness - Russian Imperial Stout - Surly Brewing Company - Minneapolis - MN - midwest,Darkness,Russian Imperial Stout - Surly Brewing Company - Minneapolis - MN - midwest
TENN No. 12 - Belgian-Style Quad - Belgian Quadrupel (Quad) - Tennessee Brew Works - Nashville-Davidson - TN - south,TENN No. 12 - Belgian-Style Quad,Belgian Quadrupel (Quad) - Tennessee Brew Works - Nashville-Davidson - TN - south
Crusher - New England IPA - The Alchemist - Stowe - VT - new-england,Crusher,New England IPA - The Alchemist - Stowe - VT - new-england
Focal Banger - New England IPA - The Alchemist - Stowe - VT - new-england,Focal Banger,New England IPA - The Alchemist - Stowe - VT - new-england
Heady Topper - New England IPA - The Alchemist - Stowe - VT - new-england,Heady Topper,New England IPA - The Alchemist - Stowe - VT - new-england
Sahati - Finnish Sahti - The Ale Apothecary - Bend - OR - northwest,Sahati,Finnish Sahti - The Ale Apothecary - Bend - OR - northwest
The Beer Formerly Known As (TBFKA) La Tache - American Wild Ale - The Ale Apothecary - Bend - OR - northwest,The Beer Formerly Known As (TBFKA) La Tache,American Wild Ale - The Ale Apothecary - Bend - OR - northwest
Spencer - American Wild Ale - The Ale Apothecary - Bend - OR - northwest,Spencer,American Wild Ale - The Ale Apothecary - Bend - OR - northwest
Sahalie - American Wild Ale - The Ale Apothecary - Bend - OR - northwest,Sahalie,American Wild Ale - The Ale Apothecary - Bend - OR - northwest
Sahalie Fresh Hop - American Wild Ale - The Ale Apothecary - Bend - OR - northwest,Sahalie Fresh Hop,American Wild Ale - The Ale Apothecary - Bend - OR - northwest
"3 Scoops: Passionfruit, Lemonade, Mango - Berliner Weisse - The Answer Brewpub - Westhampton - VA - south-atlantic","3 Scoops: Passionfruit, Lemonade, Mango",Berliner Weisse - The Answer Brewpub - Westhampton - VA - south-atlantic
Black Tuesday - Port Barrel-Aged - American Imperial Stout - The Bruery - Placentia - CA - pacific,Black Tuesday - Port Barrel-Aged,American Imperial Stout - The Bruery - Placentia - CA - pacific
Chocolate Rain - American Imperial Stout - The Bruery - Placentia - CA - pacific,Chocolate Rain,American Imperial Stout - The Bruery - Placentia - CA - pacific
Grey Monday - American Imperial Stout - The Bruery - Placentia - CA - pacific,Grey Monday,American Imperial Stout - The Bruery - Placentia - CA - pacific
Mocha Wednesday - American Imperial Stout - The Bruery - Placentia - CA - pacific,Mocha Wednesday,American Imperial Stout - The Bruery - Placentia - CA - pacific
Black Tuesday - Reserve - American Imperial Stout - The Bruery - Placentia - CA - pacific,Black Tuesday - Reserve,American Imperial Stout - The Bruery - Placentia - CA - pacific
Rue D'Floyd - American Imperial Porter - The Bruery - Placentia - CA - pacific,Rue D'Floyd,American Imperial Porter - The Bruery - Placentia - CA - pacific
Mélange No. 3 - American Strong Ale - The Bruery - Placentia - CA - pacific,Mélange No. 3,American Strong Ale - The Bruery - Placentia - CA - pacific
Black Tuesday - American Imperial Stout - The Bruery - Placentia - CA - pacific,Black Tuesday,American Imperial Stout - The Bruery - Placentia - CA - pacific
Apricot Petite Golden Sour - American Wild Ale - The Collective Brewing Project - Fort Worth - TX - southwest,Apricot Petite Golden Sour,American Wild Ale - The Collective Brewing Project - Fort Worth - TX - southwest
Yellow Rose - American IPA - The Lone Pint Brewery - Magnolia - TX - southwest,Yellow Rose,American IPA - The Lone Pint Brewery - Magnolia - TX - southwest
Box Set Track #10 - Bat Out Of Hell - American Imperial Stout - The Lost Abbey - San Marcos - CA - pacific,Box Set Track #10 - Bat Out Of Hell,American Imperial Stout - The Lost Abbey - San Marcos - CA - pacific
Cable Car - American Wild Ale - The Lost Abbey - San Marcos - CA - pacific,Cable Car,American Wild Ale - The Lost Abbey - San Marcos - CA - pacific
Duck Duck Gooze - Belgian Gueuze - The Lost Abbey - San Marcos - CA - pacific,Duck Duck Gooze,Belgian Gueuze - The Lost Abbey - San Marcos - CA - pacific
"Home, Sour Home - American Wild Ale - The Rare Barrel - Berkeley - CA - pacific","Home, Sour Home",American Wild Ale - The Rare Barrel - Berkeley - CA - pacific
Map Of The Sun - American Wild Ale - The Rare Barrel - Berkeley - CA - pacific,Map Of The Sun,American Wild Ale - The Rare Barrel - Berkeley - CA - pacific
Soliloquy - American Wild Ale - The Rare Barrel - Berkeley - CA - pacific,Soliloquy,American Wild Ale - The Rare Barrel - Berkeley - CA - pacific
IdonteverEVERwanttoBU - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,IdonteverEVERwanttoBU,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
We Ded Mon - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,We Ded Mon,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
whiteferrari - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,whiteferrari,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
Never Never Again Again - Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic,Never Never Again Again,Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic
Never Never Forever Forever - Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic,Never Never Forever Forever,Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic
Never Gonnagetit³ - Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic,Never Gonnagetit³,Leipzig Gose - The Veil Brewing Co. - Richmond - VA - south-atlantic
Crucial Taunt - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,Crucial Taunt,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
We We Ded Ded - American Imperial IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,We We Ded Ded,American Imperial IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
Dirt Nap - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,Dirt Nap,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
ImdonewithU - New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic,ImdonewithU,New England IPA - The Veil Brewing Co. - Richmond - VA - south-atlantic
Double Tapped - New England IPA - The Virginia Beer Company - Queenswood - VA - south-atlantic,Double Tapped,New England IPA - The Virginia Beer Company - Queenswood - VA - south-atlantic
Mexican Siberius Maximus - Russian Imperial Stout - The Wrecking Bar Brewpub - Atlanta - GA - south-atlantic,Mexican Siberius Maximus,Russian Imperial Stout - The Wrecking Bar Brewpub - Atlanta - GA - south-atlantic
Wulver - Scotch Ale / Wee Heavy - Thirsty Dog Brewing Company - Akron - OH - great-lakes,Wulver,Scotch Ale / Wee Heavy - Thirsty Dog Brewing Company - Akron - OH - great-lakes
The Chosen One - New England IPA - Tilted Barn Brewery - Exeter - RI - new-england,The Chosen One,New England IPA - Tilted Barn Brewery - Exeter - RI - new-england
The Chosen One (Double Dry-Hopped) - New England IPA - Tilted Barn Brewery - Exeter - RI - new-england,The Chosen One (Double Dry-Hopped),New England IPA - Tilted Barn Brewery - Exeter - RI - new-england
Double Milkshake IPA - EXTRA Vanilla - New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,Double Milkshake IPA - EXTRA Vanilla,New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
Extra Extra Knuckle - New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,Extra Extra Knuckle,New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
Eviscerated Pathway Of Beauty - New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,Eviscerated Pathway Of Beauty,New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
The Light That Spills Out Of The Hole In Your Head - American Pale Ale (APA) - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,The Light That Spills Out Of The Hole In Your Head,American Pale Ale (APA) - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
St.Oner - New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,St.Oner,New England IPA - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
Only Void - Single-Origin Ethiopian Coffee - American Imperial Stout - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic,Only Void - Single-Origin Ethiopian Coffee,American Imperial Stout - Tired Hands Brewing Company - Lower Merion Township - PA - mid-atlantic
Tombstone Brewing IPA - New England IPA - Tombstone Brewing Company - Tombstone - AZ - southwest,Tombstone Brewing IPA,New England IPA - Tombstone Brewing Company - Tombstone - AZ - southwest
ZeeLander - American IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest,ZeeLander,American IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
Pompeii - American IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest,Pompeii,American IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
Coconut Assassin - American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest,Coconut Assassin,American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest
Dragon Fandango - American Wild Ale - Toppling Goliath Brewing Company - Decorah - IA - midwest,Dragon Fandango,American Wild Ale - Toppling Goliath Brewing Company - Decorah - IA - midwest
Scorpius Morchella - New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest,Scorpius Morchella,New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
"Fire, Skulls & Money - New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest","Fire, Skulls & Money",New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
Kentucky Brunch Brand Stout - American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest,Kentucky Brunch Brand Stout,American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest
Mornin' Delight - American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest,Mornin' Delight,American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest
SR-71 - American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest,SR-71,American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest
Assassin - American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest,Assassin,American Imperial Stout - Toppling Goliath Brewing Company - Decorah - IA - midwest
King Sue - New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest,King Sue,New England IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
Pseudo Sue - Galaxy Dry-Hopped - American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest,Pseudo Sue - Galaxy Dry-Hopped,American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest
Pseudo Sue - American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest,Pseudo Sue,American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest
Supa' Sumo - American Imperial IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest,Supa' Sumo,American Imperial IPA - Toppling Goliath Brewing Company - Decorah - IA - midwest
Pseudo Sue - Double Dry-Hopped - American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest,Pseudo Sue - Double Dry-Hopped,American Pale Ale (APA) - Toppling Goliath Brewing Company - Decorah - IA - midwest
